stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\Users\Kanjiklub\Documents\GitHub\JA_PROJ\Zrodla\MAIN\x64\Debug\allegro5.cfg r
font     D                ttf.c:286  alloc_glyph_region               [   0.24302] Locking glyph region: 0000011B47B28810 68 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.24310] Unlocking page: 0000011B47B28810
font     D                ttf.c:242  alloc_glyph_region               [   0.24317] Glyph 92: 22x39 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.24320] Locking glyph region: 0000011B47B28810 92 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.24328] Unlocking page: 0000011B47B28810
font     D                ttf.c:242  alloc_glyph_region               [   0.24335] Glyph 99: 26x28 (28x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.24337] Locking glyph region: 0000011B47B28810 116 0 28 28
font     D                ttf.c:166  unlock_current_page              [   0.24344] Unlocking page: 0000011B47B28810
font     D                ttf.c:242  alloc_glyph_region               [   0.24352] Glyph 97: 37x27 (40x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.24354] Locking glyph region: 0000011B47B28810 144 0 40 28
font     D                ttf.c:166  unlock_current_page              [   0.24361] Unlocking page: 0000011B47B28810
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.24366] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.24411] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.24413]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.24416] added dtor for ttf_font 0000011B47B26140, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24425] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24427] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24429] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24431] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24433] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24434] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24436] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24438] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.24439] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.24441] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.24444] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.24446] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.24449] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.24651] Glyph 56: 28x38 (28x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.24654] Locking glyph region: 0000011B47B322B0 0 0 28 40
font     D                ttf.c:166  unlock_current_page              [   0.24920] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.24940] Glyph 108: 21x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.24947] Locking glyph region: 0000011B47B322B0 28 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.24963] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.24973] Glyph 86: 22x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.24976] Locking glyph region: 0000011B47B322B0 52 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.24987] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.24994] Glyph 101: 18x28 (20x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.24996] Locking glyph region: 0000011B47B322B0 76 0 20 28
font     D                ttf.c:166  unlock_current_page              [   0.25005] Unlocking page: 0000011B47B322B0
font     D                ttf.c:445  cache_glyph                      [   0.25009] Glyph 3 has zero size.
font     D                ttf.c:242  alloc_glyph_region               [   0.25014] Glyph 96: 6x39 (8x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.25016] Locking glyph region: 0000011B47B322B0 96 0 8 40
font     D                ttf.c:166  unlock_current_page              [   0.25024] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.25032] Glyph 240: 24x40 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.25034] Locking glyph region: 0000011B47B322B0 104 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.25043] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.25050] Glyph 99: 26x28 (28x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.25054] Locking glyph region: 0000011B47B322B0 128 0 28 28
font     D                ttf.c:166  unlock_current_page              [   0.25062] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.25071] Glyph 100: 15x27 (16x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.25073] Locking glyph region: 0000011B47B322B0 156 0 16 28
font     D                ttf.c:166  unlock_current_page              [   0.25080] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.25086] Glyph 107: 26x39 (28x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.25088] Locking glyph region: 0000011B47B322B0 172 0 28 40
font     D                ttf.c:166  unlock_current_page              [   0.25097] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.25103] Glyph 102: 18x35 (20x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.25105] Locking glyph region: 0000011B47B322B0 200 0 20 36
font     D                ttf.c:166  unlock_current_page              [   0.25113] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.25120] Glyph 97: 37x27 (40x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.25122] Locking glyph region: 0000011B47B322B0 220 0 40 28
font     D                ttf.c:166  unlock_current_page              [   0.25131] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.25137] Glyph 103: 22x28 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.25139] Locking glyph region: 0000011B47B322B0 260 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.25147] Unlocking page: 0000011B47B322B0
font     D                ttf.c:242  alloc_glyph_region               [   0.25153] Glyph 47: 7x25 (8x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.25156] Locking glyph region: 0000011B47B322B0 284 0 8 28
font     D                ttf.c:166  unlock_current_page              [   0.25164] Unlocking page: 0000011B47B322B0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.25169] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.25210] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.25213]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.25215] added dtor for ttf_font 0000011B47B25D50, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.25226] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.25228] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.25230] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.25232] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.25234] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.25235] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.25237] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.25239] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.25241] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.25243] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.25244] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.25246] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.25248] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.25455] Glyph 37: 25x37 (28x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.25457] Locking glyph region: 0000011B47B36DD0 0 0 28 40
font     D                ttf.c:166  unlock_current_page              [   0.25693] Unlocking page: 0000011B47B36DD0
dtor     D               dtor.c:196  _al_register_destructor          [   0.25701] added dtor for native_dialog 0000011B47B10D20, func 00007FF8C807100F
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26389] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26393] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26576] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26579] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26766] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.26771] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.26999] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27003] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27171] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27174] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27339] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27343] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27515] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27520] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27703] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27707] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27818] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27821] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.27899] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.27902] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28025] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28027] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28192] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28195] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.28384] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.28388] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.36358] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.36362] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.36364] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.36366] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.36368] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.36370] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.36371] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.36374] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   5.36376] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   5.36378] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   5.36380] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   5.36382] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   5.36384] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   5.36443] Glyph 38: 15x23 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   5.36445] Locking glyph region: 0000011B577A3550 0 0 16 24
font     D                ttf.c:166  unlock_current_page              [   5.36512] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36523] Glyph 43: 16x23 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   5.36526] Locking glyph region: 0000011B577A3550 16 0 16 24
font     D                ttf.c:166  unlock_current_page              [   5.36540] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36547] Glyph 41: 18x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   5.36551] Locking glyph region: 0000011B577A3550 32 0 20 24
font     D                ttf.c:166  unlock_current_page              [   5.36564] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36575] Glyph 45: 16x23 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   5.36578] Locking glyph region: 0000011B577A3550 52 0 16 24
font     D                ttf.c:166  unlock_current_page              [   5.36589] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36597] Glyph 68: 22x23 (24x24)
font     D                ttf.c:286  alloc_glyph_region               [   5.36599] Locking glyph region: 0000011B577A3550 68 0 24 24
font     D                ttf.c:166  unlock_current_page              [   5.36609] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36618] Glyph 245: 16x24 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   5.36620] Locking glyph region: 0000011B577A3550 92 0 16 24
font     D                ttf.c:166  unlock_current_page              [   5.36628] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36635] Glyph 102: 12x22 (12x24)
font     D                ttf.c:286  alloc_glyph_region               [   5.36637] Locking glyph region: 0000011B577A3550 108 0 12 24
font     D                ttf.c:166  unlock_current_page              [   5.36646] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36653] Glyph 107: 17x24 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   5.36655] Locking glyph region: 0000011B577A3550 120 0 20 24
font     D                ttf.c:166  unlock_current_page              [   5.36662] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36670] Glyph 97: 24x17 (24x20)
font     D                ttf.c:286  alloc_glyph_region               [   5.36673] Locking glyph region: 0000011B577A3550 140 0 24 20
font     D                ttf.c:166  unlock_current_page              [   5.36681] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36688] Glyph 86: 14x17 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   5.36690] Locking glyph region: 0000011B577A3550 164 0 16 20
font     D                ttf.c:166  unlock_current_page              [   5.36698] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36705] Glyph 96: 5x24 (8x24)
font     D                ttf.c:286  alloc_glyph_region               [   5.36707] Locking glyph region: 0000011B577A3550 180 0 8 24
font     D                ttf.c:166  unlock_current_page              [   5.36715] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36726] Glyph 98: 15x17 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   5.36729] Locking glyph region: 0000011B577A3550 188 0 16 20
font     D                ttf.c:166  unlock_current_page              [   5.36737] Unlocking page: 0000011B577A3550
font     D                ttf.c:445  cache_glyph                      [   5.36742] Glyph 3 has zero size.
font     D                ttf.c:242  alloc_glyph_region               [   5.36747] Glyph 105: 24x17 (24x20)
font     D                ttf.c:286  alloc_glyph_region               [   5.36750] Locking glyph region: 0000011B577A3550 204 0 24 20
font     D                ttf.c:166  unlock_current_page              [   5.36758] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36765] Glyph 100: 10x17 (12x20)
font     D                ttf.c:286  alloc_glyph_region               [   5.36767] Locking glyph region: 0000011B577A3550 228 0 12 20
font     D                ttf.c:166  unlock_current_page              [   5.36773] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36780] Glyph 99: 17x17 (20x20)
font     D                ttf.c:286  alloc_glyph_region               [   5.36783] Locking glyph region: 0000011B577A3550 240 0 20 20
font     D                ttf.c:166  unlock_current_page              [   5.36790] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36799] Glyph 101: 12x17 (12x20)
font     D                ttf.c:286  alloc_glyph_region               [   5.36802] Locking glyph region: 0000011B577A3550 260 0 12 20
font     D                ttf.c:166  unlock_current_page              [   5.36810] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36816] Glyph 87: 14x17 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   5.36819] Locking glyph region: 0000011B577A3550 272 0 16 20
font     D                ttf.c:166  unlock_current_page              [   5.36827] Unlocking page: 0000011B577A3550
font     D                ttf.c:242  alloc_glyph_region               [   5.36833] Glyph 23: 5x23 (8x24)
font     D                ttf.c:286  alloc_glyph_region               [   5.36835] Locking glyph region: 0000011B577A3550 288 0 8 24
font     D                ttf.c:166  unlock_current_page              [   5.36843] Unlocking page: 0000011B577A3550
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   5.37049] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   5.37052] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:242  alloc_glyph_region               [   6.18773] Glyph 40: 14x23 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   6.18777] Locking glyph region: 0000011B577A3550 296 0 16 24
font     D                ttf.c:166  unlock_current_page              [   6.18781] Unlocking page: 0000011B577A3550
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.18867] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.18871] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:242  alloc_glyph_region               [   8.61367] Glyph 35: 7x6 (8x8)
font     D                ttf.c:286  alloc_glyph_region               [   8.61369] Locking glyph region: 0000011B47B36DD0 28 0 8 8
font     D                ttf.c:166  unlock_current_page              [   8.61373] Unlocking page: 0000011B47B36DD0
font     D                ttf.c:242  alloc_glyph_region               [   8.61380] Glyph 41: 27x36 (28x36)
font     D                ttf.c:286  alloc_glyph_region               [   8.61382] Locking glyph region: 0000011B47B36DD0 36 0 28 36
font     D                ttf.c:166  unlock_current_page              [   8.61456] Unlocking page: 0000011B47B36DD0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.61822] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.61825] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.74390] removed dtor for ttf_font 0000011B47AC15E0
d3d      I         d3d_disp.cpp:901  d3d_destroy_display              [  11.74768] destroying display 0000011B46A1F280 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.75101] converting display bitmap 0000011B577A3550 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.75143] added dtor for bitmap 0000011B577A2BA0, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.75207] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.75210] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.75242] removed dtor for bitmap 0000011B577A2BA0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.75306] converting display bitmap 0000011B47B36DD0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.75449] added dtor for bitmap 0000011B577A27C0, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.75620] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.75623] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.75753] removed dtor for bitmap 0000011B577A27C0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.75917] converting display bitmap 0000011B47B322B0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.76059] added dtor for bitmap 0000011B577A3170, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.76237] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.76242] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.76589] removed dtor for bitmap 0000011B577A3170
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.76727] converting display bitmap 0000011B47B28810 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.76864] added dtor for bitmap 0000011B577A3360, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.77036] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.77041] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.77397] removed dtor for bitmap 0000011B577A3360
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.77537] converting display bitmap 0000011B47B221C0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.77575] added dtor for bitmap 0000011B577A2BA0, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.77656] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.77661] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.77749] removed dtor for bitmap 0000011B577A2BA0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.77817] converting display bitmap 0000011B47B10870 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.77853] added dtor for bitmap 0000011B577A3360, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.77926] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.77931] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.78022] removed dtor for bitmap 0000011B577A3360
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.78067] converting display bitmap 0000011B47B10E90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.78204] added dtor for bitmap 0000011B577A2F80, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.78370] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.78374] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.78739] removed dtor for bitmap 0000011B577A2F80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.78882] converting display bitmap 0000011B47B09E90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.79026] added dtor for bitmap 0000011B577A2F80, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.79202] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.79206] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.79616] removed dtor for bitmap 0000011B577A2F80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.79765] converting display bitmap 0000011B47AFD160 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.79905] added dtor for bitmap 0000011B577A29B0, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.80089] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.80093] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.80477] removed dtor for bitmap 0000011B577A29B0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.80632] converting display bitmap 0000011B47AF21D0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.80777] added dtor for bitmap 0000011B577A2F80, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.80971] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.80974] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.81351] removed dtor for bitmap 0000011B577A2F80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.81523] converting display bitmap 0000011B47AE89B0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.81665] added dtor for bitmap 0000011B577A2BA0, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.81844] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.81848] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.82209] removed dtor for bitmap 0000011B577A2BA0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.82361] converting display bitmap 0000011B47AE0B50 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.82497] added dtor for bitmap 0000011B577A2F80, func 00007FF884EB1334
